id,categoria,segmento,edad,nivel_educativo,estado_civil,Genero,PAC,contrato,estrato,grupo_edad
27605,B,Segmento_Medio,46,tecnico_tecnologico,soltero,M,1,3,,46-55
27606,A,Segmento_Joven,20,primaria,soltero,M,3,4,,18-25
27607,B,Segmento_Medio,54,tecnico_tecnologico,soltero,F,1,3,,46-55
27608,A,Segemnto_Basico,39,primaria,soltero,M,3,2,,36-45
27609,A,Segemnto_Basico,40,primaria,casado,F,3,1,,36-45
27610,B,Segmento_Medio,60,tecnico_tecnologico,soltero,M,1,2,,56-65
27611,A,Segemnto_Basico,36,primaria,separado,M,3,2,,36-45
27612,B,Segmento_Medio,49,secundaria,separado,F,2,1,,46-55
27613,A,Segemnto_Basico,51,primaria,casado,F,3,1,,46-55
27614,A,Segemnto_Basico,28,secundaria,soltero,M,2,3,,26-35
27615,A,Segemnto_Basico,62,primaria,casado,F,3,1,,56-65
27616,A,Segemnto_Basico,64,primaria,separado,M,3,3,,56-65
27617,B,Segmento_Medio,49,secundaria,separado,F,2,2,,46-55
27618,A,Segemnto_Basico,59,primaria,soltero,F,3,2,,56-65
27619,A,Segemnto_Basico,52,primaria,viudo,M,3,3,,46-55
27620,A,Segemnto_Basico,48,primaria,casado,F,3,4,,46-55
27621,A,Segmento_Medio,21,primaria,separado,M,3,2,,18-25
27622,A,Segmento_Medio,22,primaria,viudo,F,3,1,,18-25
27623,A,Segemnto_Basico,32,primaria,soltero,F,3,1,,26-35
27624,A,Segemnto_Basico,37,primaria,viudo,F,3,4,,36-45
27625,B,Segmento_Joven,19,secundaria,soltero,M,2,2,,18-25
27626,B,Segmento_Medio,42,tecnico_tecnologico,soltero,M,1,2,,36-45
27627,A,Segemnto_Basico,39,primaria,viudo,M,3,4,,36-45
27628,B,Segmento_Medio,47,secundaria,soltero,M,2,1,,46-55
27629,B,Segmento_Medio,56,tecnico_tecnologico,soltero,M,1,4,,56-65
27630,A,Segmento_Joven,21,primaria,soltero,F,3,4,,18-25
27631,A,Segemnto_Basico,63,primaria,separado,M,3,4,,56-65
27632,A,Segemnto_Basico,64,primaria,casado,M,3,2,,56-65
27633,A,Segemnto_Basico,26,primaria,soltero,F,3,1,,26-35
27634,A,Segemnto_Basico,36,primaria,separado,F,3,2,,36-45
27635,A,Segemnto_Basico,25,primaria,viudo,M,3,2,,18-25
27636,B,Segmento_Medio,39,secundaria,separado,F,2,3,,36-45
27637,A,Segemnto_Basico,26,primaria,separado,F,3,4,,26-35
27638,B,Segmento_Medio,44,secundaria,casado,M,2,4,,36-45
27639,A,Segemnto_Basico,40,primaria,casado,F,3,3,,36-45
27640,A,Segemnto_Basico,43,primaria,separado,M,3,1,,36-45
27641,A,Segemnto_Basico,33,primaria,soltero,M,3,3,,26-35
27642,A,Segemnto_Basico,43,primaria,soltero,M,3,4,,36-45
27643,A,Segemnto_Basico,60,primaria,viudo,M,3,1,,56-65
27644,A,Segemnto_Basico,33,primaria,soltero,F,3,2,,26-35
27645,B,Segmento_Medio,64,tecnico_tecnologico,casado,F,1,3,,56-65
27646,A,Segemnto_Basico,42,primaria,casado,F,3,4,,36-45
27647,A,Segemnto_Basico,35,primaria,soltero,M,3,1,,26-35
27648,A,Segemnto_Basico,57,primaria,separado,F,3,2,,56-65
27649,A,Segemnto_Basico,59,primaria,soltero,F,3,4,,56-65
27650,A,Segemnto_Basico,27,primaria,casado,F,3,1,,26-35
27651,A,Segemnto_Basico,65,primaria,soltero,M,3,3,,56-65
27652,A,Segemnto_Basico,33,primaria,soltero,M,3,3,,26-35
27653,C,Segmento_Medio,58,tecnico_tecnologico,soltero,M,1,2,,56-65
27654,A,Segemnto_Basico,45,primaria,viudo,F,3,2,,36-45
27655,B,Segmento_Medio,48,tecnico_tecnologico,separado,F,1,4,,46-55
27656,A,Segemnto_Basico,29,primaria,soltero,F,3,1,,26-35
27657,B,Segmento_Medio,53,tecnico_tecnologico,viudo,M,1,3,,46-55
27658,B,Segmento_Medio,45,secundaria,viudo,F,2,3,,36-45
27659,B,Segmento_Medio,57,secundaria,soltero,F,2,2,,56-65
27660,A,Segemnto_Basico,56,primaria,separado,M,3,2,,56-65
27661,B,Segmento_Medio,22,tecnico_tecnologico,casado,F,1,3,,18-25
27662,C,Segmento_Medio,42,tecnico_tecnologico,separado,F,1,3,,36-45
27663,A,Segemnto_Basico,61,primaria,soltero,F,3,4,,56-65
27664,A,Segmento_Medio,22,primaria,viudo,F,3,3,,18-25
27665,A,Segemnto_Basico,58,primaria,viudo,M,3,3,,56-65
27666,A,Segemnto_Basico,27,primaria,separado,M,3,4,,26-35
27667,A,Segemnto_Basico,33,primaria,soltero,M,3,3,,26-35
27668,A,Segemnto_Basico,56,primaria,viudo,M,3,3,,56-65
27669,A,Segemnto_Basico,49,primaria,soltero,M,3,3,,46-55
27670,C,Segmento_Alto,60,tecnico_tecnologico,casado,F,1,4,,56-65
27671,B,Segmento_Medio,33,tecnico_tecnologico,soltero,M,1,2,,26-35
27672,A,Segemnto_Basico,45,primaria,casado,F,3,1,,36-45
27673,A,Segemnto_Basico,39,primaria,soltero,M,3,4,,36-45
27674,B,Segmento_Medio,48,secundaria,casado,M,2,3,,46-55
27675,A,Segmento_Medio,18,primaria,casado,F,3,4,,18-25
27676,B,Segmento_Medio,27,tecnico_tecnologico,viudo,F,1,2,,26-35
27677,A,Segemnto_Basico,40,primaria,soltero,M,3,2,,36-45
27678,A,Segemnto_Basico,60,primaria,casado,M,3,1,,56-65
27679,A,Segemnto_Basico,32,primaria,viudo,F,3,1,,26-35
27680,B,Segmento_Medio,28,secundaria,soltero,M,2,3,,26-35
27681,A,Segemnto_Basico,34,primaria,casado,M,3,2,,26-35
27682,A,Segmento_Joven,19,primaria,soltero,M,3,2,,18-25
27683,C,Segmento_Medio,36,tecnico_tecnologico,viudo,F,1,2,,36-45
27684,B,Segmento_Medio,33,tecnico_tecnologico,viudo,M,1,4,,26-35
27685,A,Segemnto_Basico,33,primaria,soltero,M,3,1,,26-35
27686,A,Segemnto_Basico,28,primaria,soltero,M,3,4,,26-35
27687,A,Segemnto_Basico,50,primaria,viudo,M,3,3,,46-55
27688,A,Segemnto_Basico,60,primaria,separado,F,3,3,,56-65
27689,A,Segemnto_Basico,34,primaria,casado,M,3,1,,26-35
27690,A,Segemnto_Basico,60,primaria,soltero,M,3,2,,56-65
27691,A,Segemnto_Basico,48,primaria,separado,M,3,1,,46-55
27692,A,Segemnto_Basico,28,primaria,separado,M,3,1,,26-35
27693,A,Segemnto_Basico,31,primaria,soltero,M,3,3,,26-35
27694,A,Segemnto_Basico,34,primaria,viudo,M,3,2,,26-35
27695,A,Segemnto_Basico,50,primaria,soltero,F,3,4,,46-55
27696,B,Segmento_Medio,30,tecnico_tecnologico,soltero,M,1,1,,26-35
27697,A,Segemnto_Basico,44,primaria,separado,M,3,4,,36-45
27698,B,Segmento_Medio,61,secundaria,soltero,M,2,3,,56-65
27699,A,Segemnto_Basico,46,primaria,viudo,F,3,3,,46-55
27700,C,Segmento_Medio,20,tecnico_tecnologico,separado,M,1,2,,18-25
27701,B,Segmento_Medio,25,tecnico_tecnologico,viudo,M,1,4,,18-25
27702,A,Segemnto_Basico,47,secundaria,separado,M,2,1,,46-55
27703,A,Segemnto_Basico,29,primaria,separado,M,3,4,,26-35
27704,C,Segmento_Medio,25,tecnico_tecnologico,separado,F,1,3,,18-25
27705,A,Segemnto_Basico,53,primaria,soltero,F,3,1,,46-55
27706,A,Segemnto_Basico,43,primaria,soltero,M,3,1,,36-45
27707,A,Segemnto_Basico,33,primaria,separado,M,3,3,,26-35
27708,B,Segmento_Medio,20,tecnico_tecnologico,separado,F,1,3,,18-25
27709,B,Segmento_Medio,36,tecnico_tecnologico,soltero,M,1,2,,36-45
27710,A,Segemnto_Basico,54,primaria,soltero,M,3,2,,46-55
27711,B,Segmento_Medio,36,secundaria,casado,F,2,1,,36-45
27712,A,Segemnto_Basico,59,primaria,soltero,F,3,2,,56-65
27713,A,Segemnto_Basico,25,primaria,casado,F,3,3,,18-25
27714,A,Segemnto_Basico,39,primaria,soltero,F,3,4,,36-45
27715,A,Segmento_Medio,18,secundaria,casado,M,2,4,,18-25
27716,B,Segmento_Medio,50,tecnico_tecnologico,soltero,M,1,1,,46-55
27717,B,Segmento_Medio,29,tecnico_tecnologico,soltero,M,1,1,,26-35
27718,A,Segmento_Medio,18,primaria,casado,F,3,1,,18-25
27719,C,Segmento_Medio,29,tecnico_tecnologico,soltero,M,1,3,,26-35
27720,B,Segmento_Medio,34,tecnico_tecnologico,soltero,F,1,2,,26-35
27721,B,Segmento_Medio,57,tecnico_tecnologico,separado,F,1,2,,56-65
27722,C,Segmento_Medio,55,tecnico_tecnologico,soltero,F,1,3,,46-55
27723,B,Segmento_Medio,40,tecnico_tecnologico,soltero,M,1,3,,36-45
27724,A,Segemnto_Basico,34,primaria,separado,F,3,1,,26-35
27725,B,Segmento_Medio,22,tecnico_tecnologico,casado,M,1,4,,18-25
27726,A,Segemnto_Basico,44,secundaria,casado,F,2,1,,36-45
27727,B,Segmento_Medio,61,tecnico_tecnologico,soltero,M,1,4,,56-65
27728,A,Segemnto_Basico,55,primaria,soltero,M,3,4,,46-55
27729,B,Segmento_Medio,41,tecnico_tecnologico,soltero,M,1,2,,36-45
27730,B,Segmento_Medio,41,tecnico_tecnologico,soltero,M,1,3,,36-45
27731,B,Segmento_Medio,34,tecnico_tecnologico,separado,M,1,1,,26-35
27732,A,Segemnto_Basico,35,secundaria,casado,M,2,3,,26-35
27733,A,Segemnto_Basico,42,primaria,casado,M,3,3,,36-45
27734,A,Segemnto_Basico,48,primaria,soltero,M,3,2,,46-55
27735,A,Segemnto_Basico,49,secundaria,soltero,M,2,1,,46-55
27736,A,Segemnto_Basico,65,primaria,soltero,F,3,2,,56-65
27737,A,Segemnto_Basico,26,primaria,soltero,M,3,3,,26-35
27738,A,Segemnto_Basico,44,primaria,soltero,F,3,4,,36-45
27739,A,Segemnto_Basico,33,primaria,soltero,M,3,2,,26-35
27740,A,Segmento_Medio,21,primaria,casado,M,3,2,,18-25
27741,A,Segemnto_Basico,35,primaria,soltero,M,3,4,,26-35
27742,B,Segmento_Medio,61,tecnico_tecnologico,separado,F,1,3,,56-65
27743,B,Segmento_Medio,35,tecnico_tecnologico,casado,F,1,3,,26-35
27744,A,Segemnto_Basico,63,primaria,casado,M,3,3,,56-65
27745,A,Segemnto_Basico,46,primaria,casado,M,3,1,,46-55
27746,A,Segemnto_Basico,44,primaria,viudo,M,3,4,,36-45
27747,C,Segmento_Medio,32,tecnico_tecnologico,casado,F,1,3,,26-35
27748,C,Segmento_Medio,51,tecnico_tecnologico,soltero,M,1,1,,46-55
27749,A,Segemnto_Basico,42,primaria,separado,F,3,3,,36-45
27750,A,Segemnto_Basico,52,primaria,soltero,M,3,2,,46-55
27751,A,Segemnto_Basico,58,primaria,casado,F,3,2,,56-65
27752,A,Segemnto_Basico,57,secundaria,soltero,M,2,1,,56-65
27753,A,Segmento_Joven,19,primaria,soltero,F,3,3,,18-25
27754,A,Segemnto_Basico,44,primaria,soltero,F,3,2,,36-45
27755,A,Segemnto_Basico,28,primaria,casado,M,3,3,,26-35
27756,A,Segemnto_Basico,35,primaria,viudo,F,3,3,,26-35
27757,C,Segmento_Medio,46,tecnico_tecnologico,separado,F,1,4,,46-55
27758,B,Segmento_Medio,31,tecnico_tecnologico,casado,F,1,3,,26-35
27759,B,Segmento_Medio,63,tecnico_tecnologico,soltero,F,1,4,,56-65
27760,A,Segemnto_Basico,49,primaria,viudo,F,3,3,,46-55
27761,A,Segemnto_Basico,45,primaria,soltero,F,3,2,,36-45
27762,B,Segmento_Medio,29,tecnico_tecnologico,soltero,F,1,4,,26-35
27763,A,Segemnto_Basico,27,primaria,soltero,M,3,3,,26-35
27764,A,Segemnto_Basico,46,secundaria,casado,M,2,1,,46-55
27765,A,Segemnto_Basico,61,primaria,soltero,F,3,1,,56-65
27766,A,Segemnto_Basico,33,primaria,soltero,M,3,3,,26-35
27767,B,Segmento_Medio,56,secundaria,soltero,M,2,4,,56-65
27768,A,Segemnto_Basico,50,primaria,soltero,M,3,2,,46-55
27769,A,Segemnto_Basico,38,primaria,soltero,F,3,4,,36-45
27770,B,Segmento_Medio,36,secundaria,soltero,F,2,3,,36-45
27771,A,Segemnto_Basico,54,primaria,soltero,M,3,2,,46-55
27772,A,Segemnto_Basico,30,primaria,soltero,M,3,2,,26-35
27773,B,Segmento_Medio,54,tecnico_tecnologico,viudo,F,1,2,,46-55
27774,A,Segemnto_Basico,49,primaria,viudo,M,3,3,,46-55
27775,B,Segmento_Medio,22,tecnico_tecnologico,viudo,M,1,1,,18-25
27776,B,Segmento_Medio,31,tecnico_tecnologico,separado,M,1,1,,26-35
27777,A,Segemnto_Basico,28,primaria,soltero,F,3,4,,26-35
27778,A,Segemnto_Basico,42,primaria,soltero,F,3,4,,36-45
27779,A,Segemnto_Basico,42,primaria,casado,F,3,4,,36-45
27780,A,Segmento_Joven,20,primaria,soltero,F,3,3,,18-25
27781,A,Segemnto_Basico,29,secundaria,casado,F,2,3,,26-35
27782,A,Segemnto_Basico,52,primaria,soltero,F,3,2,,46-55
27783,A,Segemnto_Basico,44,primaria,soltero,F,3,2,,36-45
27784,B,Segmento_Medio,29,tecnico_tecnologico,soltero,F,1,3,,26-35
27785,A,Segemnto_Basico,55,primaria,separado,M,3,1,,46-55
27786,B,Segmento_Medio,29,tecnico_tecnologico,soltero,F,1,1,,26-35
27787,B,Segmento_Medio,27,tecnico_tecnologico,casado,M,1,1,,26-35
27788,B,Segmento_Medio,41,tecnico_tecnologico,soltero,M,1,4,,36-45
27789,B,Segmento_Medio,43,secundaria,casado,M,2,3,,36-45
27790,B,Segmento_Medio,39,tecnico_tecnologico,casado,F,1,2,,36-45
27791,A,Segemnto_Basico,49,primaria,soltero,M,3,1,,46-55
27792,C,Segmento_Medio,48,tecnico_tecnologico,soltero,F,1,4,,46-55
27793,B,Segmento_Medio,37,tecnico_tecnologico,soltero,F,1,4,,36-45
27794,B,Segmento_Medio,63,tecnico_tecnologico,soltero,F,1,1,,56-65
27795,A,Segemnto_Basico,30,primaria,soltero,M,3,1,,26-35
27796,A,Segemnto_Basico,29,primaria,viudo,M,3,2,,26-35
27797,B,Segmento_Medio,52,tecnico_tecnologico,soltero,F,1,2,,46-55
27798,B,Segmento_Medio,21,tecnico_tecnologico,separado,F,1,2,,18-25
27799,A,Segmento_Joven,20,primaria,soltero,F,3,2,,18-25
27800,A,Segemnto_Basico,52,primaria,separado,M,3,3,,46-55
27801,B,Segmento_Medio,48,secundaria,separado,F,2,1,,46-55
27802,A,Segemnto_Basico,46,primaria,soltero,F,3,4,,46-55
27803,A,Segmento_Joven,19,primaria,soltero,F,3,1,,18-25
27804,A,Segemnto_Basico,35,primaria,soltero,M,3,1,,26-35
27805,A,Segmento_Medio,20,secundaria,separado,F,2,4,,18-25
27806,A,Segemnto_Basico,44,primaria,casado,M,3,3,,36-45
27807,A,Segemnto_Basico,61,primaria,separado,M,3,1,,56-65
27808,C,Segmento_Medio,54,tecnico_tecnologico,soltero,M,1,1,,46-55
27809,B,Segmento_Medio,33,tecnico_tecnologico,soltero,F,1,3,,26-35
27810,B,Segmento_Medio,49,tecnico_tecnologico,soltero,M,1,1,,46-55
27811,B,Segmento_Medio,52,tecnico_tecnologico,soltero,F,1,2,,46-55
27812,A,Segemnto_Basico,44,primaria,viudo,M,3,4,,36-45
27813,B,Segmento_Medio,41,tecnico_tecnologico,viudo,M,1,1,,36-45
27814,B,Segmento_Medio,61,tecnico_tecnologico,soltero,M,1,1,,56-65
27815,B,Segmento_Medio,54,tecnico_tecnologico,separado,F,1,3,,46-55
27816,A,Segmento_Medio,19,primaria,separado,M,3,3,,18-25
27817,B,Segmento_Medio,34,tecnico_tecnologico,separado,M,1,4,,26-35
27818,C,Segmento_Alto,30,tecnico_tecnologico,soltero,M,1,2,,26-35
27819,B,Segmento_Medio,30,tecnico_tecnologico,viudo,F,1,1,,26-35
27820,A,Segemnto_Basico,60,secundaria,separado,F,2,2,,56-65
27821,B,Segmento_Medio,64,tecnico_tecnologico,soltero,M,1,1,,56-65
27822,C,Segmento_Alto,58,tecnico_tecnologico,separado,M,1,3,,56-65
27823,C,Segmento_Medio,27,tecnico_tecnologico,soltero,F,1,2,,26-35
27824,C,Segmento_Medio,37,tecnico_tecnologico,soltero,M,1,2,,36-45
27825,B,Segmento_Medio,50,tecnico_tecnologico,soltero,F,1,1,,46-55
27826,B,Segmento_Medio,49,tecnico_tecnologico,separado,M,1,2,,46-55
27827,B,Segmento_Medio,62,secundaria,soltero,F,2,3,,56-65
27828,B,Segmento_Medio,46,tecnico_tecnologico,separado,M,1,3,,46-55
27829,A,Segemnto_Basico,62,primaria,separado,F,3,2,,56-65
27830,A,Segemnto_Basico,41,primaria,separado,F,3,3,,36-45
27831,B,Segmento_Medio,24,secundaria,casado,F,2,1,,18-25
27832,A,Segemnto_Basico,45,primaria,soltero,M,3,4,,36-45
27833,A,Segmento_Medio,18,secundaria,viudo,F,2,1,,18-25
27834,B,Segmento_Medio,37,secundaria,soltero,F,2,3,,36-45
27835,A,Segemnto_Basico,45,primaria,soltero,M,3,4,,36-45
27836,A,Segemnto_Basico,26,primaria,soltero,F,3,1,,26-35
27837,A,Segemnto_Basico,37,primaria,casado,F,3,3,,36-45
27838,B,Segmento_Medio,29,tecnico_tecnologico,soltero,F,1,2,,26-35
27839,B,Segmento_Medio,32,tecnico_tecnologico,soltero,F,1,1,,26-35
27840,B,Segmento_Medio,30,tecnico_tecnologico,viudo,F,1,2,,26-35
27841,B,Segmento_Medio,44,tecnico_tecnologico,soltero,M,1,4,,36-45
27842,A,Segmento_Medio,20,primaria,viudo,M,3,2,,18-25
27843,A,Segmento_Medio,21,primaria,separado,M,3,2,,18-25
27844,A,Segemnto_Basico,35,primaria,soltero,F,3,1,,26-35
27845,A,Segemnto_Basico,34,primaria,soltero,F,3,2,,26-35
27846,A,Segemnto_Basico,32,primaria,soltero,M,3,1,,26-35
27847,A,Segmento_Medio,18,primaria,casado,M,3,2,,18-25
27848,B,Segmento_Medio,53,tecnico_tecnologico,soltero,F,1,2,,46-55
27849,A,Segmento_Medio,22,primaria,viudo,M,3,4,,18-25
27850,A,Segemnto_Basico,45,primaria,soltero,M,3,3,,36-45
27851,A,Segemnto_Basico,61,primaria,casado,F,3,3,,56-65
27852,B,Segmento_Medio,46,secundaria,soltero,M,2,4,,46-55
27853,A,Segemnto_Basico,40,primaria,soltero,M,3,3,,36-45
27854,A,Segemnto_Basico,42,primaria,separado,F,3,1,,36-45
27855,C,Segmento_Medio,31,tecnico_tecnologico,soltero,M,1,2,,26-35
27856,A,Segmento_Medio,24,primaria,separado,F,3,2,,18-25
27857,A,Segemnto_Basico,59,primaria,viudo,F,3,3,,56-65
27858,B,Segmento_Medio,31,tecnico_tecnologico,soltero,F,1,1,,26-35
27859,B,Segmento_Medio,18,tecnico_tecnologico,casado,M,1,4,,18-25
27860,B,Segmento_Medio,50,tecnico_tecnologico,viudo,F,1,4,,46-55
27861,A,Segemnto_Basico,62,primaria,soltero,F,3,4,,56-65
27862,C,Segmento_Medio,25,tecnico_tecnologico,separado,M,1,3,,18-25
27863,A,Segmento_Medio,21,primaria,casado,F,3,1,,18-25
27864,B,Segmento_Medio,31,tecnico_tecnologico,viudo,M,1,4,,26-35
27865,B,Segmento_Medio,48,tecnico_tecnologico,casado,M,1,4,,46-55
27866,B,Segmento_Medio,34,tecnico_tecnologico,soltero,M,1,3,,26-35
27867,B,Segmento_Medio,29,tecnico_tecnologico,soltero,M,1,2,,26-35
27868,A,Segemnto_Basico,55,primaria,separado,F,3,3,,46-55
27869,A,Segemnto_Basico,53,primaria,viudo,F,3,1,,46-55
27870,A,Segemnto_Basico,34,primaria,viudo,F,3,2,,26-35
27871,B,Segmento_Medio,43,tecnico_tecnologico,soltero,M,1,4,,36-45
27872,B,Segmento_Medio,49,secundaria,separado,F,2,4,,46-55
27873,B,Segmento_Joven,20,tecnico_tecnologico,soltero,M,1,4,,18-25
27874,A,Segmento_Medio,21,primaria,viudo,M,3,4,,18-25
27875,C,Segmento_Medio,36,tecnico_tecnologico,separado,M,1,4,,36-45
27876,B,Segmento_Medio,57,tecnico_tecnologico,casado,M,1,1,,56-65
27877,A,Segemnto_Basico,56,primaria,viudo,F,3,3,,56-65
27878,C,Segmento_Alto,49,tecnico_tecnologico,separado,F,1,4,,46-55
27879,B,Segmento_Medio,19,tecnico_tecnologico,separado,M,1,4,,18-25
27880,B,Segmento_Medio,30,secundaria,soltero,F,2,1,,26-35
27881,B,Segmento_Medio,63,tecnico_tecnologico,separado,M,1,2,,56-65
27882,B,Segmento_Medio,49,tecnico_tecnologico,separado,M,1,3,,46-55
27883,A,Segemnto_Basico,42,primaria,separado,M,3,2,,36-45
27884,A,Segemnto_Basico,38,primaria,soltero,M,3,2,,36-45
27885,A,Segemnto_Basico,31,primaria,casado,M,3,1,,26-35
27886,A,Segemnto_Basico,48,primaria,soltero,M,3,1,,46-55
27887,A,Segemnto_Basico,30,primaria,soltero,F,3,4,,26-35
27888,A,Segemnto_Basico,31,primaria,separado,F,3,2,,26-35
27889,B,Segmento_Medio,65,tecnico_tecnologico,soltero,M,1,3,,56-65
27890,B,Segmento_Medio,26,tecnico_tecnologico,viudo,F,1,2,,26-35
27891,B,Segmento_Medio,54,tecnico_tecnologico,soltero,M,1,4,,46-55
27892,A,Segemnto_Basico,45,primaria,soltero,F,3,3,,36-45
27893,B,Segmento_Medio,52,tecnico_tecnologico,separado,M,1,4,,46-55
27894,A,Segemnto_Basico,38,primaria,soltero,M,3,1,,36-45
27895,A,Segemnto_Basico,43,primaria,viudo,M,3,1,,36-45
27896,A,Segmento_Joven,21,secundaria,soltero,F,2,2,,18-25
27897,A,Segemnto_Basico,28,primaria,separado,M,3,2,,26-35
27898,A,Segemnto_Basico,50,primaria,casado,M,3,2,,46-55
27899,B,Segmento_Medio,62,tecnico_tecnologico,casado,M,1,4,,56-65
27900,A,Segemnto_Basico,30,primaria,soltero,M,3,3,,26-35
27901,A,Segemnto_Basico,51,primaria,separado,M,3,4,,46-55
27902,A,Segmento_Joven,18,primaria,soltero,F,3,2,,18-25
27903,B,Segmento_Medio,48,tecnico_tecnologico,casado,F,1,3,,46-55
27904,A,Segemnto_Basico,33,primaria,viudo,M,3,2,,26-35
27905,B,Segmento_Medio,18,tecnico_tecnologico,casado,F,1,1,,18-25
27906,B,Segmento_Medio,22,tecnico_tecnologico,viudo,M,1,4,,18-25
27907,C,Segmento_Medio,40,tecnico_tecnologico,separado,F,1,4,,36-45
27908,A,Segemnto_Basico,61,primaria,separado,M,3,2,,56-65
27909,B,Segmento_Medio,49,secundaria,soltero,F,2,1,,46-55
27910,A,Segmento_Medio,19,primaria,viudo,M,3,3,,18-25
27911,B,Segmento_Medio,55,tecnico_tecnologico,viudo,M,1,3,,46-55
27912,A,Segemnto_Basico,63,primaria,casado,M,3,4,,56-65
27913,A,Segemnto_Basico,26,primaria,soltero,F,3,2,,26-35
27914,A,Segemnto_Basico,55,primaria,soltero,M,3,2,,46-55
27915,B,Segmento_Medio,30,tecnico_tecnologico,soltero,M,1,2,,26-35
27916,B,Segmento_Medio,65,secundaria,soltero,M,2,1,,56-65
27917,A,Segemnto_Basico,36,primaria,separado,M,3,4,,36-45
27918,A,Segemnto_Basico,64,primaria,viudo,F,3,1,,56-65
27919,A,Segemnto_Basico,30,primaria,soltero,M,3,3,,26-35
27920,A,Segemnto_Basico,62,primaria,soltero,F,3,1,,56-65
27921,A,Segemnto_Basico,42,primaria,separado,M,3,3,,36-45
27922,A,Segemnto_Basico,45,primaria,soltero,F,3,3,,36-45
27923,B,Segmento_Medio,27,tecnico_tecnologico,soltero,M,1,4,,26-35
27924,C,Segmento_Medio,63,tecnico_tecnologico,viudo,M,1,4,,56-65
27925,B,Segmento_Medio,57,tecnico_tecnologico,viudo,F,1,1,,56-65
27926,A,Segemnto_Basico,36,primaria,separado,M,3,2,,36-45
27927,A,Segemnto_Basico,48,primaria,soltero,M,3,3,,46-55
27928,A,Segemnto_Basico,40,primaria,soltero,F,3,2,,36-45
27929,B,Segmento_Medio,36,tecnico_tecnologico,viudo,M,1,2,,36-45
27930,B,Segmento_Medio,49,secundaria,viudo,M,2,1,,46-55
27931,C,Segmento_Medio,46,tecnico_tecnologico,viudo,F,1,1,,46-55
27932,A,Segemnto_Basico,39,primaria,viudo,F,3,2,,36-45
27933,A,Segemnto_Basico,28,primaria,viudo,F,3,2,,26-35
27934,A,Segemnto_Basico,65,primaria,soltero,M,3,1,,56-65
27935,B,Segmento_Medio,35,tecnico_tecnologico,separado,M,1,3,,26-35
27936,A,Segemnto_Basico,56,primaria,separado,M,3,4,,56-65
27937,B,Segmento_Medio,52,tecnico_tecnologico,separado,M,1,2,,46-55
27938,C,Segmento_Medio,38,tecnico_tecnologico,soltero,M,1,2,,36-45
27939,A,Segemnto_Basico,55,primaria,casado,F,3,3,,46-55
27940,A,Segemnto_Basico,55,primaria,soltero,F,3,4,,46-55
27941,B,Segmento_Medio,54,tecnico_tecnologico,viudo,M,1,4,,46-55
27942,B,Segmento_Medio,57,secundaria,soltero,F,2,3,,56-65
27943,A,Segemnto_Basico,57,primaria,soltero,F,3,2,,56-65
27944,A,Segemnto_Basico,62,primaria,casado,F,3,4,,56-65
27945,A,Segemnto_Basico,31,primaria,casado,M,3,2,,26-35
27946,B,Segmento_Medio,30,tecnico_tecnologico,separado,F,1,1,,26-35
27947,B,Segmento_Medio,23,tecnico_tecnologico,casado,F,1,3,,18-25
27948,A,Segemnto_Basico,60,primaria,soltero,F,3,1,,56-65
27949,A,Segmento_Medio,23,secundaria,casado,M,2,3,,18-25
27950,A,Segemnto_Basico,27,primaria,soltero,F,3,1,,26-35
27951,A,Segemnto_Basico,35,primaria,soltero,M,3,4,,26-35
27952,B,Segmento_Medio,45,tecnico_tecnologico,soltero,M,1,1,,36-45
27953,A,Segemnto_Basico,60,primaria,soltero,M,3,3,,56-65
27954,A,Segemnto_Basico,34,primaria,soltero,F,3,3,,26-35
27955,A,Segemnto_Basico,38,primaria,soltero,M,3,3,,36-45
27956,A,Segemnto_Basico,58,primaria,soltero,F,3,4,,56-65
27957,A,Segemnto_Basico,62,primaria,casado,F,3,3,,56-65
27958,A,Segemnto_Basico,55,primaria,viudo,M,3,2,,46-55
27959,A,Segemnto_Basico,26,primaria,separado,M,3,2,,26-35
27960,A,Segemnto_Basico,63,primaria,separado,M,3,4,,56-65
27961,A,Segemnto_Basico,41,primaria,casado,M,3,3,,36-45
27962,B,Segmento_Joven,18,tecnico_tecnologico,soltero,M,1,2,,18-25
27963,A,Segemnto_Basico,36,primaria,casado,F,3,3,,36-45
27964,A,Segemnto_Basico,48,primaria,viudo,M,3,2,,46-55
27965,A,Segemnto_Basico,63,primaria,viudo,M,3,4,,56-65
27966,B,Segmento_Medio,52,tecnico_tecnologico,viudo,M,1,1,,46-55
27967,C,Segmento_Alto,64,tecnico_tecnologico,soltero,F,1,2,,56-65
27968,B,Segmento_Medio,62,tecnico_tecnologico,soltero,F,1,2,,56-65
27969,A,Segemnto_Basico,33,primaria,casado,M,3,3,,26-35
27970,B,Segmento_Medio,65,tecnico_tecnologico,casado,M,1,4,,56-65
27971,A,Segemnto_Basico,38,primaria,casado,F,3,3,,36-45
27972,A,Segemnto_Basico,35,primaria,soltero,M,3,3,,26-35
27973,A,Segemnto_Basico,55,primaria,separado,F,3,4,,46-55
27974,B,Segmento_Medio,30,secundaria,casado,F,2,2,,26-35
27975,A,Segemnto_Basico,32,secundaria,soltero,F,2,4,,26-35
